word;gender;definition;link;correct_tally;incorrect_tally
grimace;f;Anglais : grimace (en) ;https://fr.wiktionary.org/wiki/grimace;0;0
grotte;f;Anglais : cave (en)  grotto (en) ;https://fr.wiktionary.org/wiki/grotte;0;0
pays;m;Anglais : country (en), land (en) homeland (en) country (en), state (en), nation (en) country (en), land (en) countryside (en) compatriot (en) (1), countryman (en) (1), fellow-countryman (en) (1), fellow (en) (2) ;https://fr.wiktionary.org/wiki/pays;0;0
regard;m;Anglais : look (en) look (en) manhole (en) ;https://fr.wiktionary.org/wiki/regard;0;0
ticket;m;Anglais : ticket (en), coupon (en), voucher (en) receipt (en) ticket (en) ticket (en) ;https://fr.wiktionary.org/wiki/ticket;0;0
bûche;f;Anglais : log (en) 
buisson;m;Anglais : shrub (en), bush (en)  shrubbery (en) (fruticée, buissons) ;https://fr.wiktionary.org/wiki/buisson;0;0
camp;m;Anglais : camp (en) camp (en) camp (en) ;https://fr.wiktionary.org/wiki/camp;0;0
chasseur;m;Anglais : hunting (en) hunter (en), huntsman (en) fighter (en) ;https://fr.wiktionary.org/wiki/chasseur;0;0
châtaigne;f;Anglais :  : (sweet) chestnut (en) (1, 3) blow (en) (4) ;https://fr.wiktionary.org/wiki/ch%C3%A2taigne;0;0
chemin;m;Anglais : path (en), road (en), route (en), way (en), course (en), passage (en), pathway (en) path (en) path (en), way (en) ;https://fr.wiktionary.org/wiki/chemin;0;0
chêne;m;Anglais : oak (en) oak (en) ;https://fr.wiktionary.org/wiki/ch%C3%AAne;0;0
corbeau;m;Anglais : raven (en)  crow (en) poison-pen letter (en) writer (lettre) bracket-corbel (en), corbel (en) corvus (en), harpago (en) ;https://fr.wiktionary.org/wiki/corbeau;0;0
écorce;f;Anglais : bark (en) peel (en) (d’une orange), rind (en) (d’une orange), skin (en) (d’une pomme), husk (en) (du maïs, du blé) crust (of the Earth) (en) surface (en) ;https://fr.wiktionary.org/wiki/%C3%A9corce;0;0
écureuil;p;Anglais : squirrel (en) squirrel (en) sand perch (en)  sand seabass (en), squirrelfish (en) ;https://fr.wiktionary.org/wiki/%C3%A9cureuil;0;0
forêt;f;Anglais : forest (en), woodland (en), wood (en), timberland (en) ;https://fr.wiktionary.org/wiki/for%C3%AAt;0;0
gourde;f;Anglais : gourd (en) gourd (en) gourd (en) canteen (en) gourde (en) ;https://fr.wiktionary.org/wiki/gourde;0;0
lac;m;Anglais : lake (en), loch (en), mere (en) ;https://fr.wiktionary.org/wiki/lac;0;0
loupe;f;Anglais : magnifying glass (en), loupe (en) (loupe de joailler), burl (en) (US) burr (en) (UK) (bois) burl (en) ;https://fr.wiktionary.org/wiki/loupe;0;0
lutin;m;Anglais : goblin (en), imp (en), hobgoblin (en), sprite (en), fairy (en), spirit (en), elf (en), pixie (en) ;https://fr.wiktionary.org/wiki/lutin;0;0
marron;m;Anglais : chestnut (en) brown (en) maroon (en) chestnut (en), brown (en) ;https://fr.wiktionary.org/wiki/marron;0;0
moustique;m;Anglais : mosquito (en), gnat (en), skeeter (en) ;https://fr.wiktionary.org/wiki/moustique;0;0
muguet;m;Anglais : lily of the valley (en) thrush (en) ;https://fr.wiktionary.org/wiki/muguet;0;0
nid;m;Anglais : nest (en) (1: structure), den (en) (2: endroit), lair (en) (2: endroit) nest (en) 
paysage;m;Anglais : landscape (en), scenery (en) landscape painting (en) ;https://fr.wiktionary.org/wiki/paysage;0;0
pin;m;Anglais : pine (en), pine tree (en) pine (en) ;https://fr.wiktionary.org/wiki/pin;0;0
rocher;m;Anglais : rock (en) neutre, boulder (en) neutre ;https://fr.wiktionary.org/wiki/rocher;0;0
sapin;m;Anglais : fir (en) ;https://fr.wiktionary.org/wiki/sapin;0;0
sommet;m;Anglais : summit (en) peak (en), top (en) vertex (en) summit (en) node (en), vertex (en) ;https://fr.wiktionary.org/wiki/sommet;0;0
tente;f;Anglais : tent (en) tentorium (en) ;https://fr.wiktionary.org/wiki/tente;0;0
adresse;f;Anglais : address (en) address (en) ability (en), skill (en), skillfulness (en), expertise (en), aptitude (en), accomplishment (en), competence (en), dexterity (en), adroitness (en) ;https://fr.wiktionary.org/wiki/adresse;0;0
appartement;m;Anglais : flat (en) (Royaume-Uni) ou apartment (en) (États-Unis) apartment (en) (Vieilli) ;https://fr.wiktionary.org/wiki/appartement;0;0
ascenseur;m;Anglais : lift (en), elevator (en) (États-Unis), (Canada) scroll (en), scroll bar (en) oh, hell (en) ;https://fr.wiktionary.org/wiki/ascenseur;0;0
balcon;m;Anglais : balcony (en) dress circle (en) rack (en) (États-Unis) ;https://fr.wiktionary.org/wiki/balcon;0;0
boucherie;f;Anglais : abattoir (en), slaughterhouse (en), butchery (en) (rare) butchery (en) butcher shop (en) butchery (en) butchery (en) ;https://fr.wiktionary.org/wiki/boucherie;0;0
boulanger;m;Anglais : baker (en) ;https://fr.wiktionary.org/wiki/boulanger;0;0
boulangerie;f;Anglais : bakery (en) ;https://fr.wiktionary.org/wiki/boulangerie;0;0
boutique;f;Anglais : shop (en), boutique (en), store (en) ;https://fr.wiktionary.org/wiki/boutique;0;0
bus;m;Anglais :  : (city, suburban, commuter) bus (en) (par opposition à intercity bus) ;https://fr.wiktionary.org/wiki/bus;0;0
caniveau;m;Anglais : gutter (en) ;https://fr.wiktionary.org/wiki/caniveau;0;0
caravane;f;Anglais : caravan (en) caravan (en) caravan (en) (Royaume-Uni), mobile home (en) (États-Unis), trailer (en) ;https://fr.wiktionary.org/wiki/caravane;0;0
carrefour;m;Anglais : crossing (en), crossroad (en) ;https://fr.wiktionary.org/wiki/carrefour;0;0
cave;m;Anglais : basement (en), cellar (en) ;https://fr.wiktionary.org/wiki/cave;0;0
charcuterie;f;Anglais : charcuterie (en), smoked meats (en) ;https://fr.wiktionary.org/wiki/charcuterie;0;0
cinéma;m;Anglais : cinema (en), pictures (en) (Vieilli) cinema (en), movie theater (en), pictures (en) (Vieilli) drama (en) drama (en) ;https://fr.wiktionary.org/wiki/cin%C3%A9ma;0;0
cirque;m;Anglais : circus (en) cirque (en), corrie (en), cwm (en) ;https://fr.wiktionary.org/wiki/cirque;0;0
clin d’œil;m;Anglais : wink (en) ;https://fr.wiktionary.org/wiki/clin;0;0
cloche;f;Anglais : bell (en) ;https://fr.wiktionary.org/wiki/cloche;0;0
clocher;m;Anglais : bell tower (en) 
clown;m;Anglais : clown (en) ;https://fr.wiktionary.org/wiki/clown;0;0
coiffeur;m;Anglais : hairdresser (en), barber (en), coiffeur (en) hairdresser’s (en) ;https://fr.wiktionary.org/wiki/coiffeur;0;0
colis-route;m;Anglais : ;https://fr.wiktionary.org/wiki/colis-route;0;0
courrier;m;Anglais : courrier (en) courrier (en) mail (en), post (en) mail (en) mail (en) ;https://fr.wiktionary.org/wiki/courrier;0;0
croix;f;Anglais : cross (en) cross (en) ;https://fr.wiktionary.org/wiki/croix;0;0
église;f;Anglais : church (en) 
embouteillage;m;Anglais : bottling (en) blockade (en) traffic jam (en), traffic congestion (en), gridlock (en) ;https://fr.wiktionary.org/wiki/embouteillage;0;0
endroit;m;Anglais : place (en) location (en), spot (en), field (en), site (en), venue (en) ;https://fr.wiktionary.org/wiki/endroit;0;0
essence;f;Anglais : gasoline (en) (États-Unis), petrol (en) (Royaume-Uni), gas (en) essence (en) ;https://fr.wiktionary.org/wiki/essence;0;0
facteur;m;Anglais : factor (en) factor (en) manufacturer (en) postman (en) (Royaume-Uni), mailman (en) (États-Unis), mail carrier (en), letter carrier (en) ;https://fr.wiktionary.org/wiki/facteur;0;0
fleuriste;m;Anglais : florist (en) florist (en) ;https://fr.wiktionary.org/wiki/fleuriste;0;0
foire;f;Anglais : fair (en)  trade fair (en) ;https://fr.wiktionary.org/wiki/foire;0;0
hôpital;m;Anglais : hospital (en), sickhouse (en) ;https://fr.wiktionary.org/wiki/h%C3%B4pital;0;0
hôtel;m;Anglais : hotel (en) ;https://fr.wiktionary.org/wiki/h%C3%B4tel;0;0
immeuble;m;Anglais : building (en) (1) construction (en), mansion (en) ;https://fr.wiktionary.org/wiki/immeuble;0;0
incendie;m;Anglais : fire (en)  conflagration (en) ;https://fr.wiktionary.org/wiki/incendie;0;0
laisse;f;Anglais : leash (en) ;https://fr.wiktionary.org/wiki/laisse;0;0
magasin;m;Anglais : store (en), warehouse (en) store (en), shop (en) ;https://fr.wiktionary.org/wiki/magasin;0;0
manège;m;Anglais : merry-go-round (en), carousel (en) ;https://fr.wiktionary.org/wiki/man%C3%A8ge;0;0
médicament;m;Anglais : medicine (en), drug (en), pharmaceutical (en), medicament (en) ;https://fr.wiktionary.org/wiki/m%C3%A9dicament;0;0
moineau;m;Anglais : sparrow (en) ;https://fr.wiktionary.org/wiki/moineau;0;0
monde;m;Anglais : world (en) life (en), world (en) realm (en) globus cruciger (en) ;https://fr.wiktionary.org/wiki/monde;0;0
monument;m;Anglais : monument (en) ;https://fr.wiktionary.org/wiki/monument;0;0
ouvrier;m;Anglais : working (en), working-class (en) worker (en), labourer (en), workingman (en), workman (en) ;https://fr.wiktionary.org/wiki/ouvrier;0;0
palais;m;Anglais : palate (en) palace (en) ;https://fr.wiktionary.org/wiki/palais;0;0
panneau;m;Anglais : panel (en) panel (en) panel (en), board (en) panel (en) panel (en) panel (en), board (en), sign (en) (street sign), billboard (en) (panneau-réclame), dashboard (en) (d'un automobile) plank (en), wainscot (en), banner (en) ;https://fr.wiktionary.org/wiki/panneau;0;0
paquet;m;Anglais : packet (en), package (en), parcel (en) ;https://fr.wiktionary.org/wiki/paquet;0;0
parc;m;Anglais : park (en) : fish farm (en) 
passage;m;Anglais : passing (en), passage (en) passage (en), passageway (en), crossing (en) passage (en) passage (en) (1, 2, 3, 4, 5, 6, 7, 10, 11, 12) ;https://fr.wiktionary.org/wiki/passage;0;0
pharmacie;f;Anglais : pharmacy (en) chemist’s shop (en) (Royaume-Uni), pharmacy (en), drugstore (en) (Vieilli) (États-Unis), chemist’s (en) (Royaume-Uni), apothecary shop (en) (Royaume-Uni) ;https://fr.wiktionary.org/wiki/pharmacie;0;0
pharmacien;m;Anglais : druggist (en), pharmacist (en), dispensing chemist (en), pharmaceutical chemist (en), chemist (en), apothecary (en) ;https://fr.wiktionary.org/wiki/pharmacien;0;0
piscine;f;Anglais : swimming pool (en), pool (en), swimming bath (en) (Rare), bathroom (en) (cela signifie plus souvent salle de bains), lido (en) (Royaume-Uni) pool (en) ;https://fr.wiktionary.org/wiki/piscine;0;0
place;f;Anglais : place (en), location (en), spot (en), site (en), venue (en) post (en), job (en), office (en), capacity (en), position (en), appointment (en) plaza (en), public square (en), square (en), piazza (en) place (en) ;https://fr.wiktionary.org/wiki/place;0;0
police;f;Anglais : police (en)  military police (en) (police militaire) policeman (en) policy (en) font (en), typeface (en) ;https://fr.wiktionary.org/wiki/police;0;0
policier;m;Anglais : police officer (en), policeman (en) police (en), constabulary (en) ;https://fr.wiktionary.org/wiki/policier;0;0
pompier;m;Anglais : firefighter (en) (États-Unis)  fireman (en) (Royaume-Uni) ;https://fr.wiktionary.org/wiki/pompier;0;0
poste;f;Anglais : post office (en) (5) position (en), post (en), post (en) transmitter (en) (émetteur), receiver (en) (récepteur), transmitter-receiver (en), transceiver (en) (les deux) extension (en) ;https://fr.wiktionary.org/wiki/poste;0;0
promenade;f;Anglais : walk (en) (1), stroll (en) (1)  esplanade (en) (Soutenu) (2), promenade (en) (Soutenu) (2), jaunt (en) ;https://fr.wiktionary.org/wiki/promenade;0;0
quartier;m;Anglais : district (en), neighbourhood (en), quarter (en) quarter (en) ;https://fr.wiktionary.org/wiki/quartier;0;0
square;m;Anglais : ;https://fr.wiktionary.org/wiki/square;0;0
timbre;m;Anglais : stamp (en), postage stamp (en) ;https://fr.wiktionary.org/wiki/timbre;0;0
travaux;m;Anglais : work (en) ;https://fr.wiktionary.org/wiki/travail;0;0
usine;f;Anglais : factory (en), mill (en), works (en), plant (en) ;https://fr.wiktionary.org/wiki/usine;0;0
village;m;Anglais : village (en), hamlet (en) ;https://fr.wiktionary.org/wiki/village;0;0
ville;f;Anglais : city (en), town (en) city (en), town (en) ;https://fr.wiktionary.org/wiki/ville;0;0
voisin;m;Anglais : neighboring (en) (États-Unis) ou neighbouring (en) (Royaume-Uni) neighbor (en) (États-Unis), neighbour (en) (Royaume-Uni) ;https://fr.wiktionary.org/wiki/voisin;0;0
volet;m;Anglais : shutter (en) flap (en), panel (en) flap (en), slat (en) pomme (en) ;https://fr.wiktionary.org/wiki/volet;0;0
abricot;m;Anglais : apricot (en) apricot (en) apricot (en), apricot-colored (en) ;https://fr.wiktionary.org/wiki/abricot;0;0
ail;m;Anglais : garlic (en) ;https://fr.wiktionary.org/wiki/ail;0;0
aliment;m;Anglais : food (en), nourishment (en), fare (en), aliment (en) ;https://fr.wiktionary.org/wiki/aliment;0;0
ananas;m;Anglais : pineapple tree (en) pineapple (en) ;https://fr.wiktionary.org/wiki/ananas;0;0
banane;f;Anglais : banana (en) ;https://fr.wiktionary.org/wiki/banane;0;0
bifteck;m;Anglais : beefsteak (en), steak (en), rumpsteak (en) ;https://fr.wiktionary.org/wiki/bifteck;0;0
café;m;Anglais : coffee (en), coffee bean (en) coffee (en) coffeehouse (en), coffee shop (en), café (en) coffee (en) ;https://fr.wiktionary.org/wiki/caf%C3%A9;0;0
carotte;f;Anglais : carrot (en) core sample (en) ;https://fr.wiktionary.org/wiki/carotte;0;0
cerise;f;Anglais : cherry (en) cherry (en) ;https://fr.wiktionary.org/wiki/cerise;0;0
chocolat;m;Anglais : chocolate (en) chocolate (en), cocoa (en) chocolate (en) ;https://fr.wiktionary.org/wiki/chocolat;0;0
chou;m;Anglais : cabbage (en), cole (en) ;https://fr.wiktionary.org/wiki/chou;0;0
citron;m;Anglais : lemon (en) Common Brimstone (en) ;https://fr.wiktionary.org/wiki/citron;0;0
citrouille;f;Anglais : pumpkin (en) ;https://fr.wiktionary.org/wiki/citrouille;0;0
clémentine;f;Anglais : clementine (en) ;https://fr.wiktionary.org/wiki/cl%C3%A9mentine;0;0
concombre;m;Anglais : cucumber (en) cucumber (en) ;https://fr.wiktionary.org/wiki/concombre;0;0
coquillage;m;Anglais : shellfish (en) seashell (en) ;https://fr.wiktionary.org/wiki/coquillage;0;0
corbeille;f;Anglais : waste paper basket (en), wastepaper basket (en) trash (en)  recycle bin (en) wastepaper basket (en), wastebasket (en), trash can (en) ;https://fr.wiktionary.org/wiki/corbeille;0;0
crabe;m;Anglais : crab (en), cancer (en) ;https://fr.wiktionary.org/wiki/crabe;0;0
crevette;f;Anglais : shrimp (en), prawn (en) ;https://fr.wiktionary.org/wiki/crevette;0;0
endive;f;Anglais : Belgian endive (en) endive (en) = escarole (en) or frisée (en) ;https://fr.wiktionary.org/wiki/endive;0;0
farine;f;Anglais : flour (en), meal (en) ;https://fr.wiktionary.org/wiki/farine;0;0
fraise;f;Anglais : strawberry (en) ruff (en) milling cutter (en) dental drill (en), dentist's drill (en) ;https://fr.wiktionary.org/wiki/fraise;0;0
framboise;f;Anglais : raspberry (en) maroon (en) ;https://fr.wiktionary.org/wiki/framboise;0;0
fromage;m;Anglais : cheese (en) ;https://fr.wiktionary.org/wiki/fromage;0;0
fruit;m;Anglais : fruit (en) fruit (en) fruit (en) (1-3) ;https://fr.wiktionary.org/wiki/fruit;0;0
haricot;m;Anglais : bean (en) bean (en), haricot (en) (Royaume-Uni), kidney bean (en) kidney dish (en) ;https://fr.wiktionary.org/wiki/haricot;0;0
huile;f;Anglais : oil (en) ;https://fr.wiktionary.org/wiki/huile;0;0
marchand;m;Anglais : merchant (en), vendor (en) ;https://fr.wiktionary.org/wiki/marchand;0;0
melon;m;Anglais : melon (en) melon (en) bowler (en) melon (en) ;https://fr.wiktionary.org/wiki/melon;0;0
monnaie;f;Anglais : money (en) cash (en), money (en) coin (en) (Au pluriel) currency (en) change (en) change (en)  make change (en) (rendre la monnaie) ;https://fr.wiktionary.org/wiki/monnaie;0;0
navet;m;Anglais : turnip (en) turkey (en), flop (en), bomb (en), lousy film (en) ;https://fr.wiktionary.org/wiki/navet;0;0
noisette;f;Anglais : hazelnut (en), filbert (en) tiff (en), spat (en) hazelnut (en) ;https://fr.wiktionary.org/wiki/noisette;0;0
noix;f;Anglais : walnut (en) nuts (en) nut (en) bosshead (en) ;https://fr.wiktionary.org/wiki/noix;0;0
nourriture;f;Anglais : food (en) food (en), nourishment (en), fare (en), aliment (en), meal (en), nosh (en) ;https://fr.wiktionary.org/wiki/nourriture;0;0
oignon;m;Anglais : onion (en) onion (en), bulb (en) bunion (en), bunion (en) arse (en), buckeye (en) fob watch (en), pocket watch (en) ;https://fr.wiktionary.org/wiki/oignon;0;0
orange;f;Anglais : orange (en), sweet orange (en) orange (en) orange-coloured (en), orange (en) ;https://fr.wiktionary.org/wiki/orange;0;0
panier;m;Anglais : basket (en) shopping basket (en), cart (en) basket (en) ;https://fr.wiktionary.org/wiki/panier;0;0
pâtes;f;Anglais : ;https://fr.wiktionary.org/wiki/p%C3%A2te;0;0
pêche;f;Anglais : peach (en) punch (en) poo (en), poo-poo (en) fishing (en), angling (en) (à la ligne) catch (en) fishing (en) Go Fish (en), Fish (en) ;https://fr.wiktionary.org/wiki/p%C3%AAche;0;0
persil;m;Anglais : parsley (en) ;https://fr.wiktionary.org/wiki/persil;0;0
petit pois;m;Anglais : green pea (en) ;https://fr.wiktionary.org/wiki/petit_pois;0;0
poire;f;Anglais : pear (en) pear brandy (en) inflation bulb (en) fall guy (en) ;https://fr.wiktionary.org/wiki/poire;0;0
poireau;m;Anglais : leek (en), scallion (en) ;https://fr.wiktionary.org/wiki/poireau;0;0
pomme;f;Anglais : apple (en) pomme (en) ;https://fr.wiktionary.org/wiki/pomme;0;0
prix;m;Anglais : price (en) prize (en), award (en), reward (en), premium (en), bounty (en) ;https://fr.wiktionary.org/wiki/prix;0;0
prune;f;Anglais : plum (en) prune (en) ticket (en) ;https://fr.wiktionary.org/wiki/prune;0;0
queue;f;Anglais : tail (en) brush (en) (d'un renard) cue (en) stalk (en) (2-1), stem (en) (2-1), queue (en) (3, (Royaume-Uni)), line (en) (3, (États-Unis)), brush (en) ;https://fr.wiktionary.org/wiki/queue;0;0
raisin;m;Anglais : grape (en) ;https://fr.wiktionary.org/wiki/raisin;0;0
riz;m;Anglais : rice (en) (plante et grain), rice plant (en) (plante) ;https://fr.wiktionary.org/wiki/riz;0;0
salade;f;Anglais : salad (en) salad (en) (Par extension) sallet (en) ;https://fr.wiktionary.org/wiki/salade;0;0
sucre;m;Anglais : sugar (en) ;https://fr.wiktionary.org/wiki/sucre;0;0
thé;m;Anglais : tea (en) tea (en), weed-tea (en) ;https://fr.wiktionary.org/wiki/th%C3%A9;0;0
tomate;f;Anglais : tomato (en) ;https://fr.wiktionary.org/wiki/tomate;0;0
viande;f;Anglais : meat (en) ;https://fr.wiktionary.org/wiki/viande;0;0
vin;m;Anglais : wine (en) ;https://fr.wiktionary.org/wiki/vin;0;0
baleine;f;Anglais : whale (en) baleen (en) ;https://fr.wiktionary.org/wiki/baleine;0;0
bouée;f;Anglais : buoy (en) life preserver (en) buoy (en), life preserver (en), rubber ring (en) ;https://fr.wiktionary.org/wiki/bou%C3%A9e;0;0
île;f;Anglais : island (en), isle (en) ;https://fr.wiktionary.org/wiki/%C3%AEle;0;0
jumelles;f;Anglais : ;https://fr.wiktionary.org/wiki/jumelle;0;0
marin;m;Anglais : maritime (en), sea (en), marine (en) seaman (en), sailor (en) tunnel muck (en) ;https://fr.wiktionary.org/wiki/marin;0;0
mer;f;Anglais : sea (en) sea (en) ;https://fr.wiktionary.org/wiki/mer;0;0
mouette;f;Anglais : seagull (en)  gull (en) ;https://fr.wiktionary.org/wiki/mouette;0;0
navire;m;Anglais : ship (en) ;https://fr.wiktionary.org/wiki/navire;0;0
pêcheur;m;Anglais : fisherman (en), fisher (en) ;https://fr.wiktionary.org/wiki/p%C3%AAcheur;0;0
plage;f;Anglais : beach (en) range (en) ;https://fr.wiktionary.org/wiki/plage;0;0
port;m;Anglais : port (en) port city (en) wearing (en) port (en) postage (en) port (en) ;https://fr.wiktionary.org/wiki/port;0;0
sardine;f;Anglais : sardine (en) peg (en)  pole (en), stake (en) ;https://fr.wiktionary.org/wiki/sardine;0;0
vague;m;Anglais : vague (en), wishy-washy (en) vagueness (en), void (en) wave (en) ;https://fr.wiktionary.org/wiki/vague;0;0
voile;f;Anglais : sail (en) sailing (en) veil (en) veil (en) veil (en) ;https://fr.wiktionary.org/wiki/voile;0;0
